X1,X2,z
-0.28309077956373685,-4.819404052164694,B
-0.6026124120265461,4.646759485728081,B
-2.0577466618705866,-5.605522348315257,B
1.8592267492995458,-2.0826427388032243,A
0.42699043466329184,0.07300458831410209,A
11.6583247358812,-1.3291551291534753,A
0.358110067755258,-8.836848507663532,B
-4.140753953729605,0.2643513822641009,A
-1.8352258672873099,-0.9445523139355329,A
0.46142784235528667,-2.435873365505616,A
-0.013029789109869565,8.133184496539984,B
-3.8724510206376115,-0.06185558178973152,A
-0.4854109511405317,1.4409617409500124,B
1.2710097636441333,-0.6586801648163995,B
1.6837469005468217,0.22086976104847228,A
-0.8135729744843401,5.679153373769819,B
0.16553941068755595,-0.07566560479065575,A
-4.198556566635368,-0.5179971847684858,A
-4.334659837334135,1.1549491400165248,A
0.49658885839602374,-5.890675115285154,B
-0.2538123654123203,-1.9024130369061132,B
-0.23530770432236814,3.986018155841466,B
0.19927218852139283,-6.684466374624361,B
-0.22410886853362272,3.446579537202234,B
4.188337470532704,-2.3865513791324546,A
5.624056585793311,-0.0396946185578673,A
-4.68009435597632,-0.9106049478169798,A
-0.2855973513836189,-0.02337340066908359,A
-3.6143454288742687,-0.9256771071712444,A
-4.168976754956725,-1.4794524652712462,A
-2.4874292179462607,-2.0424756191502396,A
1.8619829201356726,0.7008945137084914,A
-3.4121177200670747,1.0959560139890516,A
-4.51556460911609,-0.1307705841091013,A
2.327891161153726,0.0529645557370638,A
3.3770912110986613,0.1272047764206921,A
0.3125101474131417,1.7973635238120806,B
0.526659951727581,-3.2200206639429547,B
-0.3378899273198906,-6.16382620113028,B
-0.41289745613938345,0.07498176367943911,A
-1.3797024646975284,1.300326763920157,A
-0.3918480425268413,-3.047928392233889,B
0.1497311624695662,1.9681060519048281,B
0.12894652926249034,-3.991445050917135,B
0.08191987400528475,-3.0581256736391755,B
1.7408965324267627,3.583150597683747,B
-7.224151214712902,1.5274923662386894,A
-0.0026249641690851305,-2.282596960938971,A
9.95867251074803,-1.317214534133475,A
1.6977065441609556,0.6570144665069103,B
-2.337076246996225,0.8380811784380885,A
0.9035017535715812,-1.3440558255398163,B
-1.550751532362832,-1.8059836652728993,B
2.3525787638927276,-1.5447248603006145,A
-0.13995849705692026,2.522302688639029,B
-0.11542445121577913,9.710148844965337,B
-1.1623784507907375,-0.5614833259773158,A
-0.07284256170370085,5.135052206166479,B
-0.09023361339724446,-0.09131847822215193,B
-1.4991262690826732,6.469615171917649,B
0.27559302022179777,-1.133784855389254,A
0.34795090241442794,0.8323673180606392,B
-3.337294796609415,-1.6184898214509753,A
-0.5497494093235574,3.85637686173039,B
0.40447136085874397,1.774994229011368,B
-1.466941815710139,-3.993293515364607,B
-1.1869979297453037,-0.9671555510483517,A
-0.8257038241470113,-0.6681277694294036,B
0.5532307376669042,1.1490591926257434,A
0.24292114845068258,-1.0189799032984252,B
-1.074149683425276,-0.3096303942810213,A
-3.7161260852997535,-0.25163189399120833,A
-0.9226019250052684,-8.962543021518604,B
-0.74090424327693,-4.40858131872643,B
-0.0892774838764489,1.5091305037201819,A
-0.650423346722117,0.8770465407967708,B
8.884174919640042,-0.7822646683247947,A
0.16976290702892793,1.2298283543745256,B
0.334243466429697,5.762246187506023,B
-3.652463031753296,-0.8825897254242686,A
2.139162463320048,0.28824754575871764,A
9.089650868239007,-1.1817647987898183,A
-0.0734708557467026,-0.17308391206475787,B
0.964616484436415,-1.4480355823428614,B
0.7701856304553275,-0.22782355523515757,B
-0.610744494093036,4.77585254353675,B
-1.2772923869779667,4.785246093833377,B
-2.257925722212614,0.40870517122558747,A
-1.8115610198148568,0.38354659368415617,B
-0.11391760136722127,-0.791687545537755,A
7.214591128477038,0.568175372077676,A
0.33722402481835734,3.905577044191773,B
-1.9495232637342774,0.38358573712338634,A
1.163475897204068,-1.399469417164232,B
0.6666840471573191,1.397561360401117,B
1.5123175148706833,-1.5233032772638915,A
-0.8982945846755108,-6.371916327700655,B
1.4343298381375662,0.22452523080947895,A
-1.8682388027605812,-0.2618038598586344,A
0.9760670567911772,-5.780613789259213,B
-0.7093954518122284,0.8634500941992169,B
-2.818819586721981,-0.2101235064414855,A
-1.0212057448520708,-4.232932450348181,B
-0.2846643885299278,2.2102220716466876,B
-0.14951911919234348,-0.10380840342178774,A
-1.3215226745830135,0.22352059941798463,A
-0.7920024131636486,2.9771479664829608,B
-0.42397106929406553,8.124911957889148,B
-1.498013693386081,0.7870413227577834,B
-1.5564027024743683,-0.4649694522161587,A
0.6160731600101066,-1.8058293666737313,B
-0.9404140907791956,0.1641627846998431,A
-0.8497369046172433,5.2286874455106185,B
0.2032521360101739,1.971003683967705,A
0.6172821796818595,0.6922678018568853,B
0.9346534732101189,1.9579698862269563,B
4.895809252112242,-1.50036231387203,A
0.8620710039062434,-0.6576801864914198,A
1.4925735017352721,-2.101311583541571,B
0.6731865352767294,-0.055211058379807956,A
-1.3083990992151753,2.8261951331509403,B
1.5427810830007491,0.1668816293575416,A
-4.914833338540734,0.2478307514818154,A
-3.9151356659548853,-0.5699817623551472,A
-0.7656282501592481,-3.3339494869900324,B
1.9232573393780588,-1.9576585474974655,B
-0.981317741222536,4.755492458126002,B
5.201864516331562,1.421704660094508,A
0.32478881409510363,0.2747922991979357,A
-0.10612072760738028,3.9364681987996932,B
5.206238452196434,-1.8440259478693006,A
-1.8581928928000286,-2.85055941962539,A
2.316856234086835,8.075235460968004,B
-2.4601867361751744,0.020273919939203053,A
-2.739564432884375,-0.11627136968586746,A
-2.9358857356285406,-0.01946562077459989,A
3.159620425384352,-0.8211049926139092,A
-2.7475895046479946,0.7347425380719296,A
0.4086321306905152,-1.1063706823431998,A
-1.3860274842695988,-0.2673285816006351,B
2.3744512632533117,-0.3759067903326214,A
-1.3848248643924477,-4.941398555421451,B
-0.1647044667709803,2.7547586593742315,B
0.18681057677690632,-4.396907655833749,B
1.363006359803052,-3.647454814263964,B
2.20953228046967,-0.33371436523339437,A
-6.531879801653526,0.22296300723182014,A
3.7038552696684994,-0.9157750687794866,A
0.5840182200984625,-0.9970214737671702,B
1.8269559533581456,0.3462035098640164,A
0.6766370979792243,-0.021675597588617427,A
2.3971277735049,-4.657505147809175,B
-3.503265801831665,0.8502601807180702,A
0.8910196341184203,2.770268049161089,B
1.8541877642230202,1.8526946397761515,A
-0.37442465370671724,3.014230166544392,B
0.08634554904907951,2.1188997657152573,A
-5.807307952922664,0.41851184582775847,A
